id;Domisili;Apakah Anda Mahasiswa / Fresh Graduate;Kemampuan Karyawan ;Target Masuk Perusahaan ;Mengetahui Perusahaan ini Dari Mana?;Provinsi;Mahasiswa/Fresh Graduate;Bukan Mahasiswa;Excel;SQL;Python;Power BI;Looker Studio;Databases;Tableau;Cari Kerja;Upskill;Networking;Switch Career;Jumlah Skill;Jumlah Motivasi;Competency Level;Motivation;Skill
514;Semarang ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
515;Jakarta ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
516;Sulawesi Tengah ;Ya;Excel, Python, Looker Studio, Databases;Cari Kerja, Upskill;LinkedIn;Sulawesi Tengah;1;0;1;0;1;0;1;1;0;1;1;0;0;4;2;Job-Ready Talent;;
517;Jawa Barat;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;Teman;Jawa Barat;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
518;Ciamis Jawa Barat ;Ya;Excel, SQL, Looker Studio, Tableau;Cari Kerja, Upskill;LinkedIn;Jawa Barat;1;0;1;1;0;0;1;0;1;1;1;0;0;4;2;Job-Ready Talent;;
519;Surabaya;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
520;Depok;Ya;Excel, SQL, Power BI, Tableau;Cari Kerja, Upskill, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;0;1;0;0;1;1;1;0;1;4;3;Job-Ready Talent;;
521;Balikpapan, Kalimantan Timur;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Kalimantan Timur;0;1;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
522;Tangerang Selatan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Banten;1;0;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
523;Bekasi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Data Engineer tools, API dll;Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
524;Wonosobo;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
525;Pasaman Barat;Tidak;SQL, Python, Databases;Cari Kerja, Upskill;LinkedIn;Sumatera Barat;0;1;0;1;1;0;0;1;0;1;1;0;0;3;2;Job-Ready Talent;;
526;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
527;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
528;Gresik, Jawa Timur;Ya;Excel, SQL, Databases;Upskill, Networking;Teman;Jawa Timur;1;0;1;1;0;0;0;1;0;0;1;1;0;3;2;Job-Ready Talent;;
529;Jakarta;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;Teman;Jakarta;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
530;Purwokerto, Kabupaten Banyumas;Ya;SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;0;1;1;1;1;1;1;1;1;1;1;6;4;High-Potential Talent;;
531;Tangerang;Tidak;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;Instagram;Banten;0;1;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
532;Cikarang;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
533;Tangerang;Ya;SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Banten;1;0;0;1;1;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
534;Bengkulu ;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Bengkulu;1;0;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
535;Serang;Ya;Excel, SQL, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;Instagram;Banten;1;0;1;1;0;1;0;1;1;1;1;1;1;5;4;High-Potential Talent;;
536;Kalsel;Tidak;Databases, Excel;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Kalimantan Selatan;0;1;1;0;0;0;0;1;0;1;1;1;1;2;4;Emerging Talent;;
537;jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
538;Riau;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Riau;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
539;Pekalongan;Ya;Excel, SQL, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;0;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
540;Cilacap;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
541;Cilacap;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, ;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
542;Jakarta Utara ;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Switch Career;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;1;0;0;1;7;2;High-Potential Talent;;
543;Surabaya;Ya;Excel, Power BI, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;0;0;1;1;1;0;1;1;1;1;4;4;Job-Ready Talent;;
544;Surabaya;Ya;Excel, SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;1;0;1;0;1;1;1;1;5;4;High-Potential Talent;;
545;Kediri;Tidak;Excel, SQL, Python, Power BI, Tableau;Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;0;0;1;0;0;1;1;5;2;High-Potential Talent;;
546;Bekasi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;0;0;7;2;High-Potential Talent;;
547;Kab. Tangerang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;LinkedIn;Banten;1;0;1;1;1;1;1;1;1;1;1;0;0;7;2;High-Potential Talent;;
548;Pontianak;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Kalimantan Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
549;Bengkulu;Ya;Excel, SQL, Python, Power BI, Looker Studio, Tableau;Cari Kerja, Upskill;LinkedIn;Bengkulu;1;0;1;1;1;1;1;0;1;1;1;0;0;6;2;High-Potential Talent;;
550;Magetan;Ya;Excel, SQL, Python, Power BI;Cari Kerja, Upskill;LinkedIn;Jawa Tengah;1;0;1;1;1;1;0;0;0;1;1;0;0;4;2;Job-Ready Talent;;
551;Bandung;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Tableau;Upskill, Networking, Switch Career;Teman;Jawa Barat;0;1;1;1;1;1;1;0;1;0;1;1;1;6;3;High-Potential Talent;;
552;pekanbaru;Tidak;Python, Power BI, Looker Studio, Tableau;Upskill;Teman;Riau;0;1;0;0;1;1;1;0;1;0;1;0;0;4;1;Job-Ready Talent;;
553;Bekasi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
554;Medan ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Utara;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
555;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;0;1;1;1;1;6;4;High-Potential Talent;;
556;Bandung;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
557;Jakarta;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;Teman;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
558;Kalimantan Tengah;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Kalimantan Tengah ;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
559;Blitar;Tidak;SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Timur;0;1;0;1;1;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
560;Bandung ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;Teman;Jawa Barat;1;0;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
561;Sidoarjo;Tidak;Excel, SQL, Power BI, Tableau;Upskill, Networking;LinkedIn;Jawa Timur;0;1;1;1;0;1;0;0;1;0;1;1;0;4;2;Job-Ready Talent;;
562;Kalimantan Selatan;Tidak;Power BI;Cari Kerja, Upskill, Switch Career;LinkedIn;Kalimantan Selatan;0;1;0;0;0;1;0;0;0;1;1;0;1;1;3;Emerging Talent;;
563;Lampung;Ya;Excel, SQL, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Lampung;1;0;1;1;0;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
564;Tegal;Ya;Excel, SQL, Python, Databases;Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;0;0;1;0;0;1;1;1;4;3;Job-Ready Talent;;
565;Jakarta;Tidak;SQL, Python, Power BI, Looker Studio, Databases, Tableau, ;Upskill, Networking, Switch Career;Instagram;Jakarta;0;1;0;1;1;1;1;1;1;0;1;1;1;6;3;High-Potential Talent;;
566;Yogyakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja;LinkedIn;DI Yogyakarta;0;1;1;1;1;1;1;1;1;1;0;0;0;7;1;High-Potential Talent;;
567;Jawa Timur;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jawa Timur;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
568;Cikarang ;Ya;Excel, SQL, Python;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;0;0;0;0;1;1;1;1;3;4;Job-Ready Talent;;
569;Tangerang Selatan;Tidak;SQL, Python, Power BI, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Banten;0;1;0;1;1;1;0;1;1;0;1;1;1;5;3;High-Potential Talent;;
570;Bandung;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
571;Madiun;Tidak;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Timur;0;1;1;1;1;0;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
572;Aceh;Tidak;Excel, SQL, Databases;Upskill, Networking, Switch Career;LinkedIn;Aceh;0;1;1;1;0;0;0;1;0;0;1;1;1;3;3;Job-Ready Talent;;
573;Cilacap, Jawa Tengah;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;0;1;1;1;1;6;4;High-Potential Talent;;
574;Karanganyar;Tidak;Excel, SQL, Python, Power BI, R;Cari Kerja, Upskill, Networking, Switch Career;Teman;Jawa Tengah;0;1;1;1;1;1;0;0;0;1;1;1;1;4;4;Job-Ready Talent;;
575;Jakarta Pusat;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Networking, Switch Career;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;0;0;1;1;7;2;High-Potential Talent;;
576;Bekasi;Tidak;Excel, SQL, Python, Power BI, Tableau;Upskill, Networking;Instagram;Jawa Barat;0;1;1;1;1;1;0;0;1;0;1;1;0;5;2;High-Potential Talent;;
577;Sukabumi;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;0;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
578;Yogyakarta;Ya;Excel, SQL, Python, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;DI Yogyakarta;1;0;1;1;1;0;0;1;1;1;1;1;1;5;4;High-Potential Talent;;
579;Gowa;Tidak;Excel;Cari Kerja;LinkedIn;Sulawesi Selatan;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;Emerging Talent;;
580;Bogor;Tidak;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;0;1;1;1;1;1;1;6;4;High-Potential Talent;;
581;Kendari;Tidak;SQL, Tableau;Upskill, Networking;LinkedIn;Sulawesi Tenggara;0;1;0;1;0;0;0;0;1;0;1;1;0;2;2;Emerging Talent;;
582;Surabaya;Ya;Excel, SQL, Power BI, Databases;Cari Kerja, Upskill;LinkedIn;Jawa Timur;1;0;1;1;0;1;0;1;0;1;1;0;0;4;2;Job-Ready Talent;;
583;Tasikmalaya ;Ya;Excel, SQL, Power BI, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;0;1;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
584;Tangerang,Banten;Ya;Excel, Python, Power BI;Upskill, Networking;Teman;Banten;1;0;1;0;1;1;0;0;0;0;1;1;0;3;2;Job-Ready Talent;;
585;Mataram;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Semua tools data analyst;Upskill, Networking;LinkedIn;Nusa Tenggara Barat;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
586;Kota Jambi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jambi;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
587;Samarinda;Ya;Excel, Python, Power BI, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Kalimantan Timur;1;0;1;0;1;1;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
588;Tegal;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, ;Cari Kerja, Upskill;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;0;1;1;0;0;6;2;High-Potential Talent;;
589;Jakarta Selatan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
590;Jawa Timur;Tidak;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
591;Pekanbaru;Ya;Excel, SQL, Python, Databases, Tableau;Networking, Switch Career;LinkedIn;Riau;1;0;1;1;1;0;0;1;1;0;0;1;1;5;2;High-Potential Talent;;
592;Kupang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Nusa Tenggara Timur;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
593;Lampung;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;Teman;Lampung;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
594;Padang;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Sumatera Barat;1;0;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
595;DKI Jakarta;Ya;Excel;Upskill;LinkedIn;Jakarta;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;Emerging Talent;;
596;Sidoarjo;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, R;Cari Kerja, Upskill, Networking, Switch Career;Teman;Jawa Timur;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
597;Cimahi;Tidak;Excel, SQL, Python, Looker Studio, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;0;1;0;1;1;1;1;0;5;3;High-Potential Talent;;
598;Sumatera Barat;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Sumatera Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
599;Jakarta;Tidak;SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jakarta;0;1;0;1;1;1;1;1;1;0;1;1;0;6;2;High-Potential Talent;;
600;Bekasi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
601;Kebumen;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
602;Bandung;Tidak;Excel, SQL, Python, Looker Studio, Databases;Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;0;1;1;0;0;1;1;0;5;2;High-Potential Talent;;
603;Cimahi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
604;Malang;Ya;Excel, SQL, Python, Databases, Tableau;Upskill, Networking;LinkedIn;Jawa Timur;1;0;1;1;1;0;0;1;1;0;1;1;0;5;2;High-Potential Talent;;
605;Samarinda;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;LinkedIn;Kalimantan Timur;1;0;1;1;1;1;1;1;1;1;1;0;0;7;2;High-Potential Talent;;
606;Bekasi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
607;Pekanbaru, Riau;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Riau;0;1;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
608;Jawa Tengah;Tidak;Excel, SQL, Python, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;0;1;1;1;1;0;1;1;0;1;1;1;1;5;4;High-Potential Talent;;
609;Jakarta Pusat;Ya;Excel, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;0;1;1;1;1;1;1;1;1;0;6;3;High-Potential Talent;;
610;Subang;Tidak;Excel, SQL, Power BI, Databases;Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;0;1;0;1;0;0;1;1;1;4;3;Job-Ready Talent;;
611;Bungo;Ya;Excel, SQL, Python, Looker Studio, Databases, Tableau;Cari Kerja;Instagram;Jambi;1;0;1;1;1;0;1;1;1;1;0;0;0;6;1;High-Potential Talent;;
612;Bantul;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;LinkedIn;DI Yogyakarta;0;1;1;1;1;1;1;1;1;1;1;0;0;7;2;High-Potential Talent;;
613;Palembang;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;Teman;Sumatera Selatan;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
614;Batam;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Riau;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
615;Batam;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;LinkedIn;Riau;0;1;1;1;1;1;1;1;1;1;1;0;0;7;2;High-Potential Talent;;
616;Bogor;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
617;Cianjur, Jawa Barat ;Ya;Excel, SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;0;1;0;1;1;1;0;5;3;High-Potential Talent;;
618;Makassar;Tidak;Excel, Power BI;Switch Career;LinkedIn;Sulawesi Selatan;0;1;1;0;0;1;0;0;0;0;0;0;1;2;1;Emerging Talent;;
619;Jakarta Timur;Tidak;Excel, SQL, Python, Power BI;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;0;1;1;1;1;1;0;0;0;1;1;1;1;4;4;Job-Ready Talent;;
620;Jakarta;Tidak;Excel, Power BI, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;0;1;1;0;0;1;1;1;0;1;1;1;1;4;4;Job-Ready Talent;;
621;Jakarta;Tidak;Excel, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;0;1;1;0;0;1;1;1;1;1;1;1;1;5;4;High-Potential Talent;;
622;Jakarta Pusat;Tidak;SQL, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;0;1;0;1;0;0;1;1;0;1;1;1;1;3;4;Job-Ready Talent;;
623;Kendari;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill;LinkedIn;Sulawesi Tenggara;1;0;1;1;1;1;1;1;1;0;1;0;0;7;1;High-Potential Talent;;
624;Medan;Ya;Cloud server;Upskill;LinkedIn;Sumatera Utara;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;Emerging Talent;;
625;Jakarta Pusat;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;0;1;0;0;7;1;High-Potential Talent;;
626;Bekasi;Tidak;Python, Looker Studio, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;0;0;1;0;1;0;1;1;1;1;0;3;3;Job-Ready Talent;;
627;Jakarta ;Tidak;Excel, Python, Power BI, Databases;Upskill, Networking;LinkedIn;Jakarta;0;1;1;0;1;1;0;1;0;0;1;1;0;4;2;Job-Ready Talent;;
628;Agam;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
629;Jakarta;Ya;Python, Looker Studio, Databases;Upskill, Networking;LinkedIn;Jakarta;1;0;0;0;1;0;1;1;0;0;1;1;0;3;2;Job-Ready Talent;;
630;Surabaya ;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
631;Pasuruan;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, AI for Data Analyst;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
632;Cikarang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
633;Jakarta;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
634;Bandung;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
635;Semarang;Tidak;Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;0;1;0;0;1;1;1;1;1;1;1;1;0;5;3;High-Potential Talent;;
636;Bengkulu ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Bengkulu;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
637;Jawa Barat;Ya;Excel;Upskill;LinkedIn;Jawa Barat;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;Emerging Talent;;
638;Bekasi;Ya;Excel, SQL, Power BI, Databases;Cari Kerja, Networking;Teman;Jawa Barat;1;0;1;1;0;1;0;1;0;1;0;1;0;4;2;Job-Ready Talent;;
